MS_IMP_SEG,YR_BUILT
R422037.1.1,1996
R422046.1.1,1997
R422046.1.3,1940
R422046.1.4,1920
R422064.1.1,1961
R422064.1.2,1963
R422064.2.1,2007
R422126.1.1,1977
R422126.1.3,1977
R422126.2.1,1977
R422153.1.1,1962
R422162.1.1,1962
R422171.1.1,1900
R422206.1.1,1994
R422206.1.3,1994
R422242.1.1,1920
R422251.1.1,1979
R422260.1.1,1900
R422448.1.1,1946
R422448.1.2,1946
R422518.1.1,1945
R422518.1.2,1945
R422536.1.1,1943
R422536.1.2,1943
R422536.1.3,1943
R422554.1.1,1900
R422554.1.3,2012
R422572.1.1,1946
R422572.1.2,1946
R422572.1.3,1946
R422581.1.1,1873
R422581.1.2,1873
R422581.1.4,1873
R422714.1.1,1950
R422732.1.1,1863
R422741.1.1,1924
R422750.1.1,1922
R422769.1.1,1917
R422778.1.1,1910
R422796.1.1,1910
R422803.1.1,1910
R422812.1.1,1892
R422830.1.1,1961
R422849.1.1,1951
R422858.1.1,1960
R422867.1.1,1900
R422876.1.1,1964
R422894.1.1,1971
R422938.1.1,1900
R422947.1.1,1910
R422956.1.1,1890
R422965.1.1,1912
R422974.1.1,1910
R422992.1.1,1936
R422992.1.2,1936
R423009.1.1,1947
R423009.1.2,1947
R423018.1.1,1940
R423018.2.1,1940
R423018.2.2,1940
R423063.1.1,1905
R423116.2.1,1940
R423189.1.1,1952
R423205.1.1,1937
R423214.1.1,1923
R423214.1.2,1923
R423214.1.3,1923
R423223.1.1,1939
R423223.1.2,1939
R423241.1.1,1929
R423241.1.3,1929
R423278.1.1,1928
R423278.1.3,1928
R423278.1.4,2000
R423278.2.1,1934
R423287.1.1,1955
R423303.1.1,1940
R423303.1.3,1940
R423303.1.4,1940
R423312.1.1,1930
R423321.1.1,1930
R423358.1.1,1969
R423358.1.2,1969
R423367.1.1,1912
R423367.1.2,1912
R423376.1.1,1912
R423376.1.2,1912
R423385.1.1,1909
R423385.1.2,1909
R423410.1.1,1935
R423410.1.3,1935
R423410.2.1,1928
R423410.2.2,1928
R423429.1.1,1922
R423429.1.3,1922
R423438.1.1,1916
R423447.1.2,1985
R423456.1.1,1914
R423456.1.3,1914
R423456.1.4,1914
R423465.1.1,1910
R423465.1.3,1910
R423483.1.1,1890
R423483.1.3,1890
R423492.1.1,1935
R423508.1.1,1920
R423535.1.1,2011
R423544.1.1,1940
R423562.1.1,1905
R423571.1.1,1920
R423580.1.1,1935
R423580.1.2,1935
R423599.1.1,1930
R423615.1.1,1915
R423642.1.1,1897
R423642.1.3,1897
R423651.1.1,1897
R423651.1.3,1897
R423660.1.1,1920
R423679.1.1,1928
R423688.1.1,1920
R423697.1.1,1948
R423704.1.1,1978
R423713.1.1,2001
R423740.1.1,1964
R423759.1.1,1940
R426845.1.1,1926
R426845.1.2,1926
R426845.1.6,2006
R426863.2.1,2003
R429218.1.1,1962
R429227.1.1,1962
R429236.1.1,1914
R429245.1.1,1914
R429245.1.3,1914
R429307.1.1,1950
R429316.2.1,1950
R429361.1.1,1940
R429432.1.1,1979
R430778.1.1,1968
R430778.1.3,1968
R430778.1.4,1968
R435979.1.1,1983
R440062.1.1,1920
R440062.1.3,1920
R440071.1.1,1910
R440071.1.2,1910
R440080.1.1,1996
R440142.1.1,1947
R440142.1.3,1995
R440142.1.4,1995
R440160.1.1,1950
R440160.1.2,1950
R440179.1.1,1911
R440179.1.3,1911
R440188.1.1,1925
R440197.1.1,1900
R440204.1.1,1920
R440204.1.3,1920
R440222.1.1,1939
R440222.1.2,1939
R440231.1.1,1921
R440231.1.3,1921
R440231.1.4,1921
R440302.1.1,1921
R440302.1.2,1921
R440598.1.1,1966
R440632.1.1,1970
R447699.1.1,1973
R447699.1.4,1975
R450176.1.1,1935
R450210.1.1,1914
R450238.1.1,1940
R450247.1.1,1900
R450247.1.3,1900
R450247.1.4,1900
R450434.1.1,1930
R450443.1.1,1987
R450443.1.2,1987
R450470.1.1,1966
R450489.1.1,1900
R450522.1.1,1922
R450540.1.1,1960
R450559.1.1,1940
R450568.1.1,1918
R451102.1.1,1950
R451102.1.2,2005
R451148.1.1,1965
R456125.1.1,1970
R456125.2.1,1993
R456232.1.1,1948
R456232.1.3,1948
R456241.1.1,1950
R456241.1.3,1950
R456296.1.1,2000
R456296.2.1,2000
R456394.1.1,2000
R456474.1.1,1995
R456492.1.1,1956
R456492.1.3,1956
R456759.1.1,1970
R456811.1.1,2003
R456866.1.1,2000
R456964.1.1,1945
R456982.1.1,1960
R456982.1.2,1960
R456982.1.3,1960
R456991.1.1,1963
R456991.1.2,1963
R456991.1.3,1963
R457008.1.1,1963
R457008.1.2,1994
R457017.1.1,1955
R457017.1.2,1955
R457026.1.1,1955
R457026.1.2,1955
R457026.1.3,1955
R457035.1.1,1955
R457035.1.2,1955
R457044.1.1,1962
R457044.1.2,1962
R457053.1.1,1954
R457053.1.3,1954
R457106.1.1,1955
R457106.1.2,1997
R457115.1.1,1955
R457115.1.2,1955
R457124.1.1,1955
R457124.1.2,1955
R457142.1.1,1955
R457142.1.2,1955
R457142.1.3,1955
R457151.1.1,1959
R457151.1.2,1959
R457151.1.3,1959
R457160.1.1,1965
R457160.1.2,1965
R457179.1.1,1965
R457179.1.2,1965
R457188.1.1,1962
R457188.1.2,1962
R457197.1.1,2004
R457197.1.3,2004
R457204.1.1,1959
R457204.1.2,1959
R457204.1.3,1959
R457213.1.2,1962
R457222.1.1,1957
R457222.1.2,1957
R457231.1.1,1958
R457231.1.2,1958
R457240.1.1,1958
R457259.1.1,2006
R457259.1.2,2006
R457268.1.1,1961
R457268.1.2,1961
R457268.1.3,1961
R457277.1.1,2006
R457277.1.2,2006
R457286.1.1,1961
R457295.1.1,1962
R457302.1.1,1962
R457311.1.1,1957
R457311.1.2,1957
R457320.1.1,1956
R457320.1.2,1956
R457339.1.1,1956
R457339.1.2,1956
R457348.1.1,1997
R457348.1.3,1997
R457357.1.1,2005
R457366.1.1,1950
R457366.1.2,1950
R457375.1.1,2005
R457384.1.1,1955
R457393.1.1,1960
R457393.1.2,1960
R457393.2.1,1960
R457393.2.2,1960
R457455.1.1,2001
R457464.1.1,2000
R457507.1.1,1960
R457516.1.1,1962
R457516.1.2,1962
R457534.1.1,2010
R457561.1.1,1991
R457598.1.1,1966
R457598.1.2,1966
R457605.1.1,1945
R457650.1.1,1974
R457696.1.1,1984
R457721.1.1,1981
R457721.2.1,1981
R457767.1.1,1999
R457785.1.1,2005
R457810.1.1,1996
R457829.1.1,1989
R457856.1.1,1999
R457927.1.1,1985
R457963.1.1,2004
R458007.1.1,2002
R458034.1.1,1970
R458114.1.1,1961
R458114.1.3,1961
R458196.1.1,1955
R458196.1.2,1955
R458196.2.1,1989
R458212.1.1,1963
R458221.1.1,1963
R458436.1.1,1950
R458436.1.2,1950
R458436.1.3,1950
R458445.1.1,1950
R458445.1.2,1950
R458560.1.1,1956
R458560.1.2,1956
R458560.1.3,1956
R458588.1.1,1940
R458588.1.6,1940
R458604.1.1,1959
R458604.2.1,2007
R458604.3.1,2011
R458702.1.1,1997
R458775.1.1,1981
R458819.1.1,1984
R458846.1.1,1980
R458855.1.1,1979
R458864.1.1,1979
R458882.1.1,1972
R458882.2.1,2008
R458882.2.3,2008
R458926.1.1,1986
R458926.2.1,1986
R459373.1.1,1980
R459391.1.1,1947
R459391.1.2,1947
R459408.1.1,2001
R459471.1.1,1960
R459499.1.1,1978
R459499.1.2,1978
R459818.1.1,1978
R459818.1.2,1978
R459907.1.1,1974
R459989.1.1,1974
R460049.1.1,1930
R460049.1.2,1930
R460076.1.1,1964
R460094.1.1,1993
R460110.1.1,1983
R460129.1.1,1983
R460165.1.1,1974
R460183.1.1,1978
R460183.1.2,1978
R460192.1.1,1978
R460209.1.1,1977
R460218.1.1,1977
R460245.1.1,1986
R460245.1.2,1986
R460254.1.1,1936
R460254.2.1,1939
R460263.1.1,1939
R460263.1.2,1939
R460272.1.1,1945
R460272.1.3,1945
R460272.1.4,1945
R460281.1.1,1916
R460281.1.2,1916
R460281.1.3,1916
R460316.1.1,1952
R460361.1.1,1981
R460370.1.1,1970
R460389.1.1,1981
R460405.1.1,1961
R460432.1.1,1979
R460450.1.1,2008
R460469.1.1,1981
R460478.1.1,1939
R460478.1.3,1939
R460575.1.1,1961
R460584.1.1,1956
R460600.1.1,1980
R460619.1.1,1957
R460637.1.1,1976
R460646.1.1,1985
R460655.1.1,1966
R460682.1.1,1968
R460691.1.1,1947
R460717.1.1,1930
R461253.1.1,1960
R461262.1.1,1977
R461271.1.1,1966
R461280.1.1,1977
R461280.1.2,1977
R461299.1.1,1977
R461315.1.1,1942
R461324.1.1,1957
R461333.1.1,1962
R461333.2.1,1963
R461342.1.1,1995
R461351.1.1,1959
R461379.2.1,1979
R461422.1.1,1968
R461477.1.1,1935
R461486.1.1,1945
R461495.1.1,1909
R461529.1.1,1910
R461556.1.1,1935
R461574.1.1,1935
R461583.1.1,1935
R461592.1.1,1935
R461609.1.1,2005
R461672.1.1,1974
R461681.1.1,1980
R461707.1.1,1910
R461707.1.3,1910
R461716.1.1,1957
R461725.1.1,1925
R461734.1.1,1999
R461734.2.1,2000
R461743.1.1,1910
R461752.1.1,1961
R461761.1.4,1952
R461770.1.1,1911
R461770.2.1,1925
R461789.1.1,1925
R461878.1.1,1964
R461878.1.2,1964
R461949.1.1,2000
R461994.1.1,1940
R461994.1.3,1940
R461994.1.4,1940
R462001.1.1,1950
R462010.1.1,1945
R462010.1.2,1945
R462010.2.1,1995
R462047.1.1,1951
R462092.1.1,1972
R462092.2.1,1950
R462092.2.2,1950
R462092.3.1,1971
R462136.1.1,1971
R462145.1.1,1974
R462154.1.1,1945
R462154.1.2,1945
R462163.1.1,1925
R462163.2.1,1978
R462163.3.1,1972
R462163.4.1,1930
R462172.1.1,2003
R462172.1.2,2003
R462172.1.3,2003
R462216.1.1,1977
R462270.1.1,1980
R462270.2.1,1980
R462270.3.1,1980
R462378.1.1,1920
R462378.1.3,1920
R462396.1.1,1995
R462396.2.1,1920
R462396.2.3,1920
R462396.3.1,1995
R462396.3.2,1995
R462396.3.3,1920
R462403.1.1,1985
R462403.2.1,1985
R462430.1.1,1964
R462430.1.2,1964
R462449.1.1,1936
R462467.1.1,1962
R462467.1.2,1952
R464152.1.1,1959
R464152.1.2,1959
R464152.1.5,1990
R464152.2.1,2003
R464152.3.1,2003
R464152.4.1,1931
R464152.4.2,1955
R464152.4.3,1955
R464152.5.1,1931
R464152.5.3,1931
R464152.6.1,1988
R464152.6.2,1988
R464152.6.3,1988
R464205.1.1,1966
R464223.1.1,1960
R464223.1.2,1960
R464232.1.1,1905
R464232.1.3,1905
R464241.1.1,1978
R464438.1.1,1966
R464438.2.1,1965
R464447.1.1,1968
R464447.1.3,1965
R464447.2.1,1997
R464465.1.1,1964
R464465.1.2,1964
R464483.1.1,1979
R464508.1.1,1971
R464526.1.1,1946
R464526.1.3,1946
R464526.1.4,1986
R464580.1.1,1960
R464580.1.2,1960
R464615.1.1,1923
R464615.1.2,1923
R464624.1.1,1986
R464642.1.1,1930
R465703.1.1,1984
R465892.1.1,1975
R465909.2.1,1940
R465927.1.1,1990
R465927.1.2,1990
R465936.1.1,1981
R465963.1.1,1966
R465963.1.3,1966
R465963.2.1,1966
R465972.1.1,1966
R465972.1.3,1966
R466007.1.1,1923
R466007.1.3,1981
R466025.1.1,1985
R466025.1.2,1985
R466043.1.1,2008
R466052.1.1,1945
R466052.1.3,1945
R466052.1.4,1945
R466604.1.1,1950
R466613.1.1,1930
R46756.1.1,1930
R46756.1.3,1930
R46756.1.4,1950
R46792.2.1,1940
R46792.2.3,1940
R468005.1.1,1981
R468014.1.1,1972
R468194.1.1,1980
R468194.1.2,1980
R46827.1.1,1951
R46827.1.2,1951
R46854.1.1,1948
R46854.1.2,1950
R46854.2.1,1988
R46863.1.1,1951
R46863.2.1,1990
R46881.1.1,1951
R46881.1.2,1951
R46890.1.1,1961
R46890.1.2,1961
R468906.1.1,2001
R468988.2.1,1950
R46907.1.1,1951
R47185.1.1,1998
R47461.1.1,1935
R47470.1.1,2008
R47540.1.1,1967
R47559.1.1,1975
R47568.1.1,1971
R47577.1.1,1955
R47602.1.1,1932
R47611.1.1,1990
R47620.1.1,1980
R47657.1.1,1946
R47657.1.2,1946
R47666.1.1,1932
R47684.1.1,1952
R47684.2.1,1974
R47693.1.1,1951
R47693.1.2,1951
R47700.1.1,1948
R47835.1.1,1977
R47835.2.1,1977
R478398.1.1,1990
R47844.1.1,1985
R47871.1.1,1977
R47871.2.1,1977
R478771.1.1,1990
R478780.1.1,1930
R478799.1.1,1945
R47880.1.1,1970
R478806.1.1,1980
R478824.1.1,1987
R478842.1.1,2000
R478879.1.1,2007
R478879.2.1,1977
R47915.1.1,1952
R47924.1.1,1987
R47924.2.1,1997
R47933.1.1,1938
R47942.1.1,1942
R47951.1.1,1981
R47960.1.1,1930
R47979.1.1,1920
R47988.1.1,1964
R48059.1.1,1940
R480688.1.1,2008
R480688.1.2,2008
R480688.1.3,2008
R48077.1.1,1960
R48086.1.1,1940
R48095.1.1,1960
R48139.1.1,1948
R48139.1.2,1948
R48148.1.1,1935
R48148.1.5,1935
R48157.1.1,1978
R48157.1.2,1978
R48175.1.1,1980
R48175.1.2,1980
R48184.1.1,1943
R48184.1.3,1943
R48193.1.1,1945
R48200.1.1,1947
R48200.1.2,1947
R48219.1.1,1977
R48219.1.2,1977
R48326.1.1,1968
R48638.1.1,1975
R48638.1.2,1980
R48647.1.1,1968
R48781.1.1,1980
R48807.1.1,1930
R48825.1.1,1994
R48834.1.1,1952
R48834.1.2,1952
R48843.1.1,1986
R488984.1.1,1973
R489019.1.1,1977
R489019.1.7,1977
R489046.1.1,1979
R489046.2.1,1979
R489064.1.1,1967
R489073.1.1,1992
R489126.1.1,1979
R489180.1.1,1955
R489180.1.2,1955
R489206.1.1,1986
R491952.1.1,1975
R496546.1.1,1999
R496555.1.1,1971
R496582.1.1,1974
R49708.1.1,1940
R49708.1.2,1940
R49717.1.1,1957
R49726.1.1,1946
R49726.1.3,1946
R49726.2.1,1997
R49744.1.1,1946
R49744.1.2,1946
R49753.1.1,1946
R49753.2.1,1960
R49851.1.1,1980
R49860.1.1,1974
R49879.1.1,1984
R49913.1.1,1969
R49931.1.1,1987
R49959.1.1,1969
R50009.1.1,1973
R50009.2.1,1971
R50651.1.1,1998
R50651.10.1,1998
R50651.11.1,1998
R50651.2.1,1998
R50651.3.1,1998
R50651.4.1,1998
R50651.5.1,1998
R50651.6.1,1998
R50651.7.1,1998
R50651.8.1,1998
R50651.9.1,1998
R50786.1.1,1980
R50795.1.1,1950
R50795.1.3,1950
R50802.1.1,1981
R50802.2.1,1965
R50866.1.1,1953
R50866.2.1,1988
R50893.1.1,1979
R50900.1.1,1974
R50919.1.1,1972
R50955.1.1,1965
R50955.2.1,1998
R50955.3.1,1989
R50955.3.2,1989
R50964.2.1,2007
R50964.3.1,2002
R50982.1.1,1980
R50991.1.1,1983
R51008.1.1,1970
R51008.2.1,1970
R51008.3.1,1980
R51017.1.1,1966
R51017.1.2,1966
R51017.1.3,1966
R51017.1.4,1966
R51035.1.1,1986
R510986.1.1,1978
R511020.1.1,1978
R511093.1.1,1971
R511137.1.1,1950
R511137.1.3,1950
R51115.1.1,1965
R51115.1.2,1965
R511155.1.1,1959
R511155.2.1,1959
R511235.1.1,1981
R511244.2.1,1940
R511244.2.2,1940
R512127.1.1,1969
R512127.2.1,1969
R512127.3.1,1969
R512127.4.1,1969
R513082.1.1,1994
R513091.1.1,1967
R513108.1.1,1972
R513108.2.1,1994
R513117.1.1,1984
R513144.1.1,2008
R513153.1.1,2008
R513180.1.1,1976
R513439.1.1,1998
R513439.1.2,1998
R513439.1.3,1998
R513439.1.4,1999
R513439.1.5,1998
R513439.1.6,1998
R513439.2.1,1955
R513484.1.1,1942
R513484.1.3,1942
R513484.2.1,1998
R513689.1.1,1973
R513689.1.2,1973
R513689.2.1,1973
R513778.1.1,1996
R513778.2.1,1997
R513821.1.1,1984
R513858.1.1,1985
R513947.1.1,2007
R513983.1.1,2009
R514072.1.1,2001
R514116.2.1,1950
R514170.1.1,1940
R514768.2.1,1940
R516454.1.1,2001
R516463.1.1,1990
R516524.1.1,1978
R516551.1.1,2002
R516560.1.1,2002
R516588.1.1,1971
R516711.2.1,2013
R516775.1.1,1947
R516784.1.1,1996
R516855.1.1,2008
R516873.1.1,2006
R516891.1.1,1983
R517060.1.1,1960
R517177.1.1,1958
R517177.2.1,1960
R517195.1.1,2006
R517211.1.1,1984
R517391.1.1,1981
R517391.1.2,1981
R517391.1.3,1981
R52007.1.1,1971
R52016.1.1,1964
R52016.1.3,1964
R520181.1.1,1963
R520207.1.1,1969
R520207.1.4,1969
R520216.1.1,1969
R520350.1.1,1935
R520350.1.2,1935
R520369.1.1,1999
R520467.1.1,1971
R520476.1.1,1971
R520476.2.1,2006
R523179.1.1,1990
R523179.1.4,1990
R523179.1.8,1990
R523179.10.1,1990
R523179.10.2,1990
R523179.11.1,1990
R523179.11.2,1990
R523179.12.1,1990
R523179.12.2,1990
R523179.13.1,1990
R523179.14.1,1990
R523179.2.1,1990
R523179.2.2,1990
R523179.3.1,1990
R523179.4.1,1990
R523179.5.1,1990
R523179.5.2,1990
R523179.6.1,1990
R523179.7.1,1990
R523179.7.2,1990
R523179.8.1,1990
R523179.9.1,1990
R523311.1.1,2000
R523311.1.2,2000
R523437.1.1,2012
R523446.1.1,1997
R523446.1.3,1989
R523482.1.1,1962
R523491.1.1,1955
R523491.1.2,1955
R523491.2.1,1947
R523491.2.2,1947
R523516.1.1,1952
R524150.1.1,1996
R527344.1.1,1976
R527344.1.2,1976
R527344.1.4,1976
R527344.2.1,2004
R529351.1.1,1990
R529388.1.1,1971
R529388.2.1,1971
R529388.3.1,2006
R529459.1.1,2012
R529529.1.1,2008
R529529.1.2,2010
R529654.1.1,1941
R529654.2.1,1970
R529654.2.2,1970
R529654.2.3,1970
R529654.2.4,1970
R529654.2.5,1970
R529654.2.6,1970
R529912.1.1,1973
R529912.1.2,1973
R529921.1.1,1998
R529967.1.1,1930
R529967.1.2,1930
R530009.1.1,1992
R530125.1.1,1978
R530125.1.2,1978
R530125.1.3,1978
R530125.2.1,1930
R530134.1.1,2014
R530232.2.1,1985
R530250.1.1,1940
R530278.1.1,1990
R530410.1.1,1940
R530410.1.2,1960
R530474.1.1,1973
R530474.2.1,1953
R530517.1.1,1908
R530535.1.1,1979
R530535.3.1,2000
R530535.4.1,1975
R530535.5.1,1975
R530544.1.1,1950
R530606.1.1,1950
R530633.1.1,1962
R530633.1.2,1962
R530633.1.3,1962
R530697.1.1,1890
R530697.1.2,1890
R530697.1.3,1858
R530768.1.1,1960
R530768.2.1,1960
R530777.1.1,1978
R530786.1.1,1930
R530795.1.1,1973
R530820.1.1,1900
R530820.1.3,1950
R530848.1.1,1930
R530848.1.3,1930
R531071.4.1,2006
R531552.1.1,1970
R531883.1.1,1973
R531909.1.1,1985
R531963.1.1,1996
R531963.2.1,1996
R532025.1.1,1990
R532089.1.1,1986
R532089.2.1,1986
R532150.1.1,1969
R532221.1.1,1961
R532347.1.1,1990
R532356.1.1,1920
R532356.1.3,1920
R532383.1.1,2013
R532917.2.1,2007
R532953.1.1,1976
R533006.1.1,1998
R533024.1.1,1996
R533042.1.1,1986
R533051.1.1,2004
R533097.1.1,1992
R533168.1.1,2000
R533168.2.1,2000
R533186.1.1,1950
R533186.2.1,1980
R533239.1.1,1972
R533266.1.1,2000
R533275.1.1,1976
R533284.1.1,1990
R533293.1.1,1972
R533293.2.1,1986
R533293.3.1,2007
R533300.1.1,1990
R533300.2.1,1959
R533300.2.2,1959
R533300.3.1,1959
R533319.1.1,1950
R533319.1.2,1950
R533364.1.1,2002
R533364.1.2,2002
R533382.1.1,1962
R533391.1.1,1958
R533391.1.2,1958
R533499.1.1,1976
R533667.1.1,1975
R533676.1.1,1979
R533685.1.1,1974
R533694.1.1,1944
R533710.1.1,1912
R533774.1.1,2010
R533774.1.2,2010
R533783.1.1,1980
R533809.1.1,2001
R533907.1.1,1895
R534069.1.1,1959
R534149.1.1,1987
R534158.1.1,1989
R534167.2.1,1986
R534176.1.1,1955
R534210.1.1,1986
R534247.1.1,1979
R534256.1.1,1970
R534256.1.2,1974
R534354.1.1,1996
R534354.1.2,1996
R538029.1.1,1973
R54443.1.1,2000
R54443.2.1,2000
R54452.1.1,2000
R54461.1.1,1984
R54489.1.1,1963
R54513.1.1,1979
R54513.1.6,1979
R546699.1.1,2013
R546706.1.1,1966
R546742.1.1,2010
R546742.2.2,1918
R546742.2.3,1918
R546813.1.1,1972
R546868.3.1,2005
R546984.2.1,2011
R547233.1.1,1914
R547233.1.3,1914
R547279.1.1,1948
R547279.1.2,1948
R547279.2.1,1948
R547279.3.1,1973
R547279.4.1,2006
R547402.1.1,1955
R547402.1.2,1955
R547518.1.1,1964
R547705.1.1,1959
R547849.1.1,1968
R547867.2.1,1997
R547901.1.1,1974
R547901.1.2,1974
R547901.2.1,1974
R548063.1.1,1956
R548465.1.1,2004
R548697.1.1,1951
R548697.1.2,1951
R548722.1.1,1964
R548722.2.1,1974
R548820.1.1,1949
R548820.1.2,1949
R548820.2.1,2006
R548866.1.1,1960
R548866.1.2,1960
R548866.1.3,1960
R548884.1.1,2006
R548937.1.1,1942
R548946.1.1,2004
R551174.2.1,1960
R551174.3.1,1923
R551174.3.3,1926
R551192.1.1,1926
R551192.1.3,1926
R551192.2.1,1939
R551192.3.1,1940
R551192.4.1,1985
R551192.5.1,1980
R551192.6.1,1980
R551192.7.1,2002
R551192.8.1,2008
R551209.1.1,1962
R551209.1.2,1962
R552440.1.1,1995
R552440.1.2,1995
R552440.1.3,1995
R554162.1.1,1930
R554162.1.2,1930
R554162.1.3,1930
R554297.1.1,1920
R554297.1.3,1920
R554331.1.1,1940
R554331.2.1,1940
R554340.1.1,1953
R554340.1.2,1953
R554402.1.1,1920
R554448.1.1,1946
R554448.1.4,1946
R554493.1.1,1940
R554493.1.2,1940
R554509.1.1,1961
R554554.1.1,1960
R554634.1.1,2004
R554643.1.1,1974
R554670.1.1,1970
R554670.1.2,1970
R554741.1.1,1917
R554741.1.3,1917
R554910.1.1,1908
R554910.1.3,2007
R554929.1.1,1938
R554929.1.2,1938
R555081.1.1,1901
R555090.1.1,1900
R555152.1.1,1950
R555170.1.1,1918
R555170.1.3,1918
R555189.1.1,2008
R555205.1.1,1915
R555214.1.1,1915
R555214.1.2,1915
R555223.1.1,1914
R555232.1.1,1910
R555241.1.1,1915
R555287.1.1,1940
R555296.1.1,1925
R555303.1.1,1914
R555312.1.1,1930
R555312.1.2,1930
R555321.1.1,1938
R555321.1.3,1938
R555330.1.1,1952
R555349.1.1,1930
R555349.2.1,1930
R555367.1.1,1900
R555376.1.1,1958
R555385.1.1,1914
R555394.1.1,1915
R555429.1.1,2007
R555429.2.1,1901
R555438.1.1,1908
R555438.1.3,1980
R555447.1.1,1901
R555447.1.3,1980
R555456.1.1,1900
R555679.1.1,1964
R55825.1.1,1966
R55834.1.1,2013
R55843.1.1,1976
R55852.1.1,1983
R558676.1.1,2005
R558694.1.1,1930
R558792.1.1,2005
R55905.1.1,2006
R55905.1.2,2006
R55905.1.3,1975
R559354.1.1,1952
R559363.1.1,1940
R559363.1.2,1940
R56307.1.1,1972
R563740.1.1,1925
R563740.1.4,1921
R563759.1.1,1925
R563759.1.3,1925
R563777.1.1,1930
R56628.1.1,2007
R56655.1.1,1975
R56682.1.1,1969
R56691.1.1,1971
R56708.1.1,1997
R56717.1.1,1984
R56726.1.1,1969
R567292.1.1,1904
R56744.1.1,1974
R56753.1.1,2005
R56806.1.1,1975
R56806.1.6,1975
R57011.1.1,1969
R57011.2.1,1969
R570563.1.1,2010
R570670.1.1,2007
R570670.2.1,2013
R57182.1.1,1988
R57191.1.1,1974
R57191.1.2,1974
R57208.1.1,1972
R57217.1.1,1978
R57217.2.1,1977
R57226.1.1,1978
R572516.4.1,2008
R57262.1.1,1964
R57299.1.1,1968
R57299.2.1,1968
R57299.3.1,1968
R578431.1.1,1965
R578431.2.1,1965
R578431.3.1,1965
R578967.1.1,1951
R578967.2.1,1972
R579485.1.1,1945
R579485.2.1,1965
R579895.1.1,1930
R582284.1.1,1847
R584095.2.1,1997
R584095.3.1,1995
R584095.4.1,1996
R585021.1.1,1979
R585049.1.1,1986
R585049.2.1,1977
R585138.1.1,1980
R585147.1.1,2000
R585174.1.1,1985
R585192.1.1,1986
R585209.1.1,1979
R585209.1.2,1979
R585227.1.1,1980
R585245.1.1,1981
R585254.1.1,1980
R585254.1.2,1980
R585272.1.1,2006
R585290.1.1,1985
R585316.1.1,2005
R585325.2.1,2008
R585405.1.1,1982
R585405.1.2,1982
R585405.1.3,1982
R585405.1.4,1982
R585405.2.1,2014
R585897.1.1,1925
R585904.1.1,1940
R585904.1.2,1940
R585904.2.1,1999
R585904.3.1,2000
R585904.4.1,2002
R585904.5.1,2002
R585959.1.1,1950
R585959.2.1,2008
R585977.1.1,1991
R586084.1.1,2007
R587555.1.1,1930
R587555.1.2,1930
R587635.1.1,1935
R587635.1.2,1935
R587644.1.1,1967
R587644.1.2,1967
R587644.1.3,1967
R587644.2.1,1999
R589394.2.1,1940
R589394.2.3,1940
R589394.2.4,1940
R591498.1.1,1994
R591611.1.1,1898
R591620.1.1,1940
R591620.1.2,1940
R591880.1.1,2003
R591880.1.2,2003
R595001.2.1,1930
R595519.1.1,1947
R60016.1.1,1969
R60016.1.2,1969
R60016.1.3,1969
R60016.1.4,1969
R60016.1.5,1969
R60016.1.6,1969
R60016.1.7,1970
R60016.1.8,1992
R60034.1.1,2003
R60098.1.1,1995
R60105.1.1,1995
R60123.1.1,1960
R602930.1.1,1995
R602930.1.2,1995
R602930.1.3,1995
R602930.1.4,1995
R602930.1.5,1999
R602930.1.6,1999
R602930.1.7,1999
R602930.1.8,1995
R603010.1.1,1970
R60659.1.1,1949
R60668.2.1,1948
R60668.2.2,1948
R60677.1.1,1948
R60677.1.2,1948
R61006.1.1,1998
R61033.1.1,1963
R610654.1.1,1977
R610654.2.1,1977
R610654.3.1,1977
R610663.1.1,1977
R610672.1.1,1977
R610734.1.1,2007
R610734.1.2,2007
R610752.1.1,1982
R610789.1.1,2005
R610789.1.2,1974
R610789.1.3,2005
R610789.1.4,2005
R61079.1.1,1990
R610805.1.1,2002
R610805.2.1,2002
R610805.3.1,2002
R61088.1.1,1984
R61097.1.1,1976
R61104.1.1,1976
R617942.1.1,2003
R621250.1.1,1962
R621269.1.1,1993
R622810.1.1,1956
R622810.1.3,1956
R623748.1.1,1933
R623748.1.2,1933
R624890.1.1,1978
R624890.1.4,1978
R624890.2.1,1978
R624890.3.1,1978
R624890.3.2,1978
R624890.4.1,1978
R624890.4.2,1978
R624890.5.1,1978
R624890.6.1,1978
R624890.6.2,1978
R624890.7.1,1978
R624890.7.2,1978
R625853.1.1,2004
R625853.2.1,1999
R626068.1.1,2005
R626102.1.1,1996
R626184.1.1,2011
R626852.1.1,1981
R626923.1.1,1973
R626923.2.1,1982
R626923.2.2,1982
R629939.1.1,1950
R629939.1.2,1950
R632122.1.1,1999
R632131.1.1,1950
R632131.2.1,1950
R632140.1.1,1977
R632140.2.1,2005
R632140.3.1,2006
R632140.4.1,2007
R632168.1.1,1996
R632195.1.1,1982
R632195.1.3,1982
R632195.2.1,1982
R632195.2.3,1982
R632202.1.1,1954
R632202.1.2,1954
R632220.1.1,1946
R633103.1.1,1975
R633103.1.2,1975
R633103.1.3,1976
R633103.2.1,1968
R633201.1.1,1967
R633201.2.1,1988
R633292.1.1,1976
R633327.1.1,1966
R633336.1.1,1974
R633345.1.1,2002
